YEAR,STATE,ABBREV,CODE,ELECTORS,BALLOTS,ABSTAIN,BLANK,INVALID,VALID,PT,PMDB,PSDB,PFL,PP,PPrB,PPoB,PPR,PSB,PDT,PTB,PL,PPS,PV,PCdoB,PSC,PSOL,PRONA,PMN,PTC,PHS,PSDC,PSD,PTdoB,PAN,PRB,PSocL,PSolL,PRepP,PRenP,PRTB,PTraN,PTanN,PSTU,PCB,PCO,DEM,PR,PST  ,PSD  ,PGT  ,PSN  ,PRN  ,PDS ,PDC ,PTR ,PRS ,PCN ,PAS ,PD ,PLH ,PNT ,PSU ,PAP ,PS ,PEB ,PBM ,PMB,PH,PMC,PASART,PND,PRT,PNR,PJ,PN,PDI,PEN,PPL,PROS,PRP,PSL,PTN,SD
2006,Rio Grande do Norte ,RN,24,2101144,1789912,311232,105059,60966,1623887,150605,252458,18310,220381,101252,,,,340834,23168,6380,199497,5757,32379,30522,  ,7089,  ,203807,5759,4151,3289,,295,789,  ,1886,,4569,,1414,205,,2299,6792,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Paraíba ,PB,25,2573766,2154153,419613,141003,76408,1936742,126549,514389,388192,178199,63126,,,,207433,83496,29581,253154,42377,5038,9680,2518,6899,892,2067,657,2562,847,,645,  ,4897,1742,,5766,,1104,356,,2206,  ,2370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Pernambuco ,PE,26,5834512,4769970,1064542,427430,153267,4189273,676507,419288,255416,663806,198699,,,,521886,130178,511870,215316,158374,13590,115852,75448,14206,34453,70613,6325,37664,7412,,12075,12427,8296,5327,,10832,,3686,2104,,3595,3315,713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Alagoas ,AL,27,1859487,1513750,345737,78754,46142,1388854,49079,270628,60105,163991,112076,,,,151208,118781,106099,58471,76385,38672,1184,292,12167,28006,96555,735,6106,1406,,5338,1324,15017,  ,,3744,,8891,882,,843,869,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Sergipe ,SE,28,1299785,1111558,188227,58557,45070,1007931,115515,44141,135474,248786,28517,,,,91759,14857,105061,37333,13639,2279,16360,123005,2512,316,  ,3600,1916,2099,,3607,272,  ,2101,,2971,,323,4181,,4087,3220,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Bahia ,BA,29,9109353,7225104,1884249,409826,244406,6570872,1295418,374451,317195,2288295,358514,,,,253096,362376,115513,385058,134210,73262,233489,120183,19317,6341,63505,16008,9977,48981,,17239,8986,  ,13067,,22511,,10663,5245,,3108,11273,3591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Minas Gerais ,MG,31,13679738,11232595,2447141,869467,571524,9791604,1619942,1192996,1447892,897288,434705,,,,379181,394927,200618,745282,740238,746511,119468,160607,  ,42291,157639,112861,108996,54901,,32163,17606,12122,48441,,47743,,38951,20644,,12960,  ,4631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Espírito Santo ,ES,32,2336133,1942849,393284,121491,80847,1740511,137210,487533,213986,10811,89396,,,,153937,278450,106760,93006,29955,7900,9420,42460,17958,  ,4952,14244,7604,220,,1945,26551,1232,1652,,  ,,819,1073,,503,  ,934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Rio de Janeiro  ,RJ,33,10891293,9255690,1635603,609138,724508,7922044,779528,1477925,574224,727003,425830,,,,367143,448332,330938,234852,350257,374226,130072,436650,217851,183876,100304,18734,92179,106355,,176022,42484,112156,25044,,54010,,59218,40115,,22341,12155,2220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,São Paulo ,SP,35,28037734,23771579,4265677,1667056,1749645,20354878,3869122,792331,4291456,1587703,1571945,,,,1154455,1037481,1082382,668164,497105,1442429,258731,476306,295933,437096,27547,527373,31474,82283,,27945,25908,  ,75132,,33478,,12110,14715,,18227,10456,5591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Paraná ,PR,41,7121257,5967396,1153861,389191,229246,5348959,737134,1244419,712088,563986,380327,,,,33356,264922,162684,246682,620025,131560,64063,16262,14546,20803,23388,34013,21027,12641,,5976,1134,6492,15529,,  ,,5809,2927,,2578,3761,827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Santa Catarina ,SC,42,4168495,3588173,580322,227534,140893,3219746,571915,845393,306980,480792,505558,,,,85177,101512,58027,71870,115086,16763,29341,  ,15242,1873,  ,3478,  ,1491,,  ,  ,2277,  ,,  ,,  ,1870,,3112,1989,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Rio Grande do Sul ,RS,43,7750583,6676828,1073755,502785,219807,5954236,1126732,1003683,498870,264453,868908,,,,283503,562076,523705,60714,91321,74934,281475,26489,226155,17090,3697,1933,20595,1738,,1971,4213,  ,1729,,  ,,379,  ,,3728,1979,2166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Mato Grosso do Sul ,MS,50,1561181,1288948,272233,54257,35981,1198710,301633,326573,98769,38974,60967,,,,18863,194806,3244,3066,83104,5114,1944,11981,6380,10504,15513,2075,2702,  ,,1662,6146,  ,  ,,1167,,1697,686,,1140,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Mato Grosso ,MT,51,1940270,1549616,390654,77009,37312,1435295,178967,150092,189747,132486,241329,,,,53584,20436,27768,105073,271406,26452,3429,5176,3718,464,1612,940,1692,292,,3989,665,  ,4359,,9621,,1604,164,,230,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Goiás ,GO,52,3734185,3094151,640034,155086,97900,2841165,225036,763360,569137,237993,328069,,,,48155,42621,203418,237953,14562,11595,32076,55148,30219,5877,2924,11335,5008,2407,,2583,3642,  ,  ,,4509,,463,1186,,858,1031,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,Distrito Federal ,DF,53,1655050,1425300,229750,60949,47360,1316991,220285,290655,55951,301584,6100,,,,58448,19800,81169,40478,81606,8619,24880,5356,53430,31343,8565,426,12214,2059,,909,341,1081,7683,,1626,,75,255,,420,544,1089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,BRASIL ,BRASIL ,BRASIL ,125827119,104778751,21047819,6575581,5018483,93185450,13989859,13580517,12689073,10182308,6660951,,,,5730612,4854017,4397743,4080272,3630462,3367919,1982323,1746142,1096930,907494,873816,806662,435019,354217,,311833,264682,244059,243482,,233497,,173963,151679,,101307,64766,29083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Rondônia ,RO,11,882545,693449,189096,21295,13323,658831,105978,152861,78885,71171,,71096,,,8821,21264,43814,28557,39049,10610,2421,  ,,882,2917,1177,3975,151,,  ,726,,3837,,802,,3294,288,,  ,  ,  ,,,  ,5245,1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Acre ,AC,12,369786,290431,79355,4467,7406,278558,70755,29489,11992,7062,,41059,,,19876,4570,11871,4422,33863,7497,22835,276,,  ,9911,  ,  ,767,,106,  ,,528,,  ,,  ,  ,,  ,  ,  ,,,1679,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Amazonas ,AM,13,1524727,1192268,332459,26738,16638,1148892,22532,13314,11559,369717,,3430,,,4342,11456,114519,257729,9475,1923,200850,24367,,1998,2053,2143,1297,2420,,10741,1755,,59992,,1512,,8241,274,,1609,1106,  ,,,7742,  ,796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Roraima ,RR,14,208524,175210,33314,3315,2923,168972,3302,4105,1134,53770,,18518,,,1416,16365,10278,18474,6456,  ,2380,40,,  ,521,49,210,8357,,  ,181,,717,,3171,,1238,296,,  ,  ,360,,,16097,310,1227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Pará ,PA,15,3569333,2776988,792345,67353,48184,2661234,398321,764437,524855,109948,,201391,,,37392,181196,170557,127862,20847,22349,53433,4807,,1531,1307,792,4549,94,,437,  ,,1366,,5538,,1378,480,,3787,1750,  ,,,3611,15759,1460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Amapá ,AP,16,290101,247841,42260,3251,8055,236535,28065,17233,18493,4440,,25392,,,41414,42258,12174,21425,2277,2953,421,249,,41,391,  ,402,  ,,235,377,,7462,,346,,1027,  ,,787,212,  ,,,190,8271,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Tocantins ,TO,17,785397,623575,161822,15167,18440,589968,47552,89727,149073,176391,,49532,,,1810,9023,13694,  ,7186,  ,84,534,,161,428,346,372,2162,,76,740,,845,,1162,,716,  ,,  ,  ,  ,,,1374,36907,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Maranhão ,MA,21,3391814,2579137,812677,86633,64576,2427031,161908,342786,307370,739806,,128474,,,149541,266405,34013,81972,67253,10203,4780,3082,,  ,5279,1562,7164,3071,,6776,43093,,933,,4132,,17917,5336,,4142,  ,  ,,,3107,18660,8266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Piauí ,PI,22,1848292,1556633,291659,45730,38742,1472161,243533,276978,284489,456005,,43063,,,7130,31456,6012,7614,9889,2294,77709,1399,,  ,1720,2001,2280,1043,,131,505,,  ,,4879,,2806,389,,797,5870,  ,,,366,1683,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Ceará ,CE,23,4805259,3860129,945130,126726,105072,3628331,327646,697637,1142162,427039,,123392,,,84702,79137,15985,151584,197640,4378,329150,3370,,  ,6370,  ,  ,5139,,1800,4310,,3394,,  ,,1539,1408,,2849,1804,  ,,,5825,8435,1636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Rio Grande do Norte ,RN,24,1917382,1579863,337519,76658,42561,1460644,241583,404415,14359,287980,,154859,,,18081,73754,206020,7610,9686,3588,7859,1765,,  ,3057,  ,2665,  ,,1597,  ,,600,,4758,,  ,2699,,2405,4094,  ,,,3898,2460,852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Paraíba ,PB,25,2322068,1905507,416561,120173,62238,1723096,173674,361430,385278,196780,,87548,,,21682,79158,194580,77458,13660,7577,10827,1655,,  ,1351,2676,1299,1526,,2083,1089,,2624,,20101,,157,425,,  ,  ,1001,,,773,75276,1408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Pernambuco ,PE,26,5396667,4246223,1150444,309480,123816,3812927,499231,574772,560227,624256,,251782,,,650335,75050,21055,171850,147227,27581,75671,11147,,  ,6188,3148,8100,17750,,694,5812,,25731,,9763,,4763,2989,,4058,4689,1907,,,12667,12951,1533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Alagoas ,AL,27,1600092,1261490,338602,52059,43823,1165608,48378,114619,94736,126989,,50339,,,202556,22886,235003,93276,42274,1074,11145,404,,37651,3300,1581,2660,216,,4003,767,,2726,,2758,,62381,1112,,1699,  ,  ,,,556,  ,519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Sergipe ,SE,28,1147933,949192,198741,49552,32967,866673,121825,57961,117325,143763,,44333,,,90107,14305,2916,55631,45218,5876,23435,3448,,  ,68689,5738,553,  ,,23415,2478,,  ,,  ,,5341,3014,,1704,1552,  ,,,1181,1018,25847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Bahia ,BA,29,8568602,6399819,2168783,246988,196191,5956123,1147520,500418,358734,2488818,,252602,,,134932,157440,203170,150884,90584,61605,229942,8030,,  ,23148,10485,8140,32406,,5922,26058,,  ,,8625,,5661,4174,,6004,  ,4636,,,21070,12954,2161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Minas Gerais ,MG,31,12680584,10514090,2166494,554421,353852,9605817,2186203,1144079,1417969,1116906,,636387,,,327570,405556,377075,507661,436792,125199,81351,12590,,  ,27941,7153,60923,10393,,2108,7746,,131379,,17422,,92283,11102,,17575,  ,5522,,,286804,138645,13483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Espírito Santo ,ES,32,2146425,1768049,378376,78218,36990,1652841,181075,222245,230950,135564,,197237,,,129536,186689,158355,50232,8900,6033,16216,65731,,933,39481,1873,771,156,,210,2567,,3571,,2013,,3155,1710,,  ,  ,809,,,1037,1113,4679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Rio de Janeiro  ,RJ,33,10213518,8713781,1499737,352307,300293,8061181,1009114,745988,962748,801923,,870215,,,986835,538885,171108,604441,72807,204217,297159,206139,,104108,7639,20409,26049,90190,,72716,10545,,10626,,65456,,43330,11490,,18757,6721,4872,,,36169,37849,22676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,São Paulo ,SP,35,25655553,21568202,4087351,1188622,758723,19620857,4931435,1189602,3483988,1371092,,932602,,,1350720,763616,905411,788151,739400,620157,245460,42829,,1635393,23826,7845,44951,13287,,20647,8265,,109923,,53488,,26589,51703,,59422,9265,7003,,,57423,33169,94195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Paraná ,PR,41,6663381,5585348,1078033,306297,132016,5147035,914275,986268,732984,363127,,477276,,,111357,491760,416489,119490,307478,31283,25262,44634,,5939,9586,1816,33468,  ,,794,2223,,5895,,19223,,14555,3226,,10514,3776,  ,,,6155,5807,2375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Santa Catarina ,SC,42,3817974,3301569,516405,157727,77442,3066400,743858,736210,177938,490936,,498538,,,7523,217253,61538,43990,31239,6460,22828,1475,,  ,6684,1090,2041,132,,151,793,,951,,  ,,1323,828,,8731,  ,  ,,,2247,978,665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Rio Grande do Sul ,RS,43,7352139,6396973,955166,348952,104424,5943597,1452497,964643,361142,159003,,1061039,,,195296,645108,530111,193676,205701,15656,56167,6164,,14401,3012,  ,59955,  ,,775,1295,,  ,,  ,,  ,3614,,8829,1933,1887,,,  ,  ,1693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Mato Grosso do Sul ,MS,50,1411773,1157515,254258,39739,22431,1095345,283428,280170,27764,100856,,50137,,,6629,80830,92478,35135,61239,553,146,187,,1116,4629,  ,9997,59,,399,  ,,35412,,3160,,216,9390,,  ,  ,438,,,9362,1320,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Mato Grosso ,MT,51,1730022,1345163,384859,47129,28216,1269818,157066,183038,329825,165165,,169834,,,6081,15064,5411,155769,40789,1536,1839,388,,  ,21538,982,8010,775,,91,1090,,  ,,2784,,385,265,,  ,  ,  ,,,  ,844,1249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Goiás ,GO,52,3365848,2792801,573047,111277,70851,2610673,268184,563476,729321,350221,,374890,,,15932,45118,29307,9690,20118,1510,71411,56929,,  ,1268,1871,  ,1457,,12537,2020,,  ,,20378,,  ,1896,,3045,2825,194,,,24711,  ,2364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Distrito Federal ,DF,53,1518437,1284097,234340,36582,24446,1220775,325049,274110,19474,367503,,25076,,,5244,6926,9163,15676,15292,252,97052,2972,,501,641,218,5089,994,,195,2228,,  ,,499,,5797,363,,2537,366,722,,,  ,32732,4104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,BRASIL ,BRASIL ,,115184176,94765343,20418833,4476856,2734639,87549923,16093987,11692011,12534774,11706231,,6840041,,,4616860,4482528,4052107,3780259,2682339,1182364,1967833,504611,,1804655,282875,74955,294920,192545,,168639,126663,,408512,,251970,,304092,118471,,159251,45963,29351,,,504044,452386,194686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,Rondônia ,RO,11,836179,585629,250550,60606,65242,459781,38259,91766,85842,71203,,31322,,,  ,60501,32263,  ,  ,2346,1458,40865,,687,  ,,,  ,1705,66,  ,,  ,,379,,854,137,,  ,  ,  ,,,128,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,Acre ,AC,12,318955,239695,79260,15242,17938,206515,47880,29755,12017,72987,,26435,,,890,10053,238,1358,533,90,1712,  ,,931,1210,,,  ,  ,328,  ,,40,,  ,,  ,  ,,58,  ,  ,,,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,Amazonas ,AM,13,1368084,969809,398275,60133,54316,855360,20981,9869,110628,362455,,72797,,,3568,4415,70494,72626,3445,  ,69148,  ,,1420,6013,,,  ,  ,674,  ,,46097,,  ,,  ,  ,,730,  ,  ,,,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,Roraima ,RR,14,170620,133723,36897,3354,4097,126272,2925,14632,22632,4908,,53293,,,286,2941,14696,6844,371,  ,1380,22,,  ,22,,,  ,  ,  ,56,,  ,,641,,  ,623,,  ,  ,  ,,,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,Pará ,PA,15,3220778,2147813,1072965,230179,195284,1722350,214324,371518,361124,290803,,122893,,,38002,120246,85289,37576,25797,635,18663,13123,,10238,3193,,,  ,3875,216,  ,,  ,,  ,,  ,  ,,4055,780,  ,,,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,Amapá ,AP,16,213289,184348,28941,3102,3844,177402,12756,25332,25395,33186,,12069,,,21106,19946,8881,3212,1348,324,2735,1019,,95,36,,,  ,6727,26,1606,,447,,674,,  ,  ,,482,  ,  ,,,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,Tocantins ,TO,17,624344,499100,125244,46891,39035,413174,8781,91938,49392,184797,,63012,,,4268,1173,3727,878,2110,139,27,334,,2113,  ,,,48,75,21,  ,,  ,,145,,88,54,,  ,  ,  ,,,35,,19,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,Maranhão ,MA,21,2987233,2061222,926011,289087,231826,1540309,75934,198664,235527,459102,,32316,,,49267,107066,2255,134979,5110,24593,3993,57344,,1414,9586,,,417,93738,3143,  ,,354,,29773,,7613,  ,,2215,2025,  ,,,1977,,  ,1667,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,Piauí ,PI,22,1781150,1346903,434247,183669,226106,937128,102540,265709,88174,360443,,51362,,,4990,8632,6043,1524,14665,118,8779,  ,,18067,1151,,,267,  ,617,172,,118,,2714,,  ,  ,,1043,  ,  ,,,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,Ceará ,CE,23,4301930,3301161,1000769,335881,305610,2659670,200821,633367,1146745,93163,,100599,,,48224,30040,18551,8973,182542,1097,142402,28976,,2136,1814,,,3119,4075,  ,373,,2189,,  ,,  ,  ,,3346,1679,  ,,,  ,,  ,2166,3273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,Rio Grande do Norte ,RN,24,1728975,1399913,329062,185305,175188,1039420,95113,394163,72655,258147,,115844,,,  ,9035,  ,54815,12773,  ,7192,  ,,3610,7632,,,  ,487,427,2548,,  ,,  ,,2078,  ,,1418,1107,  ,,,  ,,  ,317,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,Paraíba ,PB,25,2223259,1675708,547551,226940,261734,1187034,90692,481275,103138,244108,,59681,,,36065,66688,80745,1847,  ,1715,12803,  ,,1886,  ,,,80,  ,  ,  ,,2183,,1179,,  ,  ,,2544,  ,  ,,,  ,,  ,  ,405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,Pernambuco ,PE,26,5119100,3809782,1309318,512747,407791,2889244,164932,457434,193482,748569,,215466,,,723394,95944,49635,4556,21734,1248,31032,46712,,8228,9028,,,857,4805,847,850,,89527,,5902,,2078,678,,4633,2146,  ,,,1482,,1420,1932,693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,Alagoas ,AL,27,1383600,993135,390465,69792,65099,858244,54907,123223,159426,81822,,44740,,,104173,28821,57652,3530,32255,625,13621,268,,1796,70702,,,  ,66172,718,352,,  ,,2761,,229,1249,,1294,  ,  ,,,360,,225,3831,3492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,Sergipe ,SE,28,1081138,847323,233815,122480,131629,593214,96032,103957,95048,49429,,44238,,,57910,9855,5329,1913,54346,278,3543,8344,,2399,48820,,,40,  ,126,2820,,  ,,960,,  ,1103,,3272,1349,  ,,,508,,202,1393,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,Bahia ,BA,29,7932228,5406722,2525506,616061,638424,4152237,577526,339507,469736,1953763,,151929,,,53838,127999,152372,96019,45349,7859,68619,33006,,23359,3421,,,  ,  ,5140,16289,,  ,,8161,,1935,  ,,3196,4287,  ,,,812,,  ,3522,4593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,Minas Gerais ,MG,31,11815183,9466063,2349120,1186031,1068387,7211645,828239,1194904,1758522,1075603,,613359,,,59431,291195,466072,376471,68271,12187,44263,11144,,16738,100709,,,  ,89601,5027,6509,,3412,,6350,,2702,20919,,9548,7398,4193,,,115350,,  ,18072,5456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,Espírito Santo ,ES,32,1916884,1499177,417707,165690,122275,1211212,87555,269568,298737,141946,,59445,,,47961,35353,174251,29087,17403,936,2070,20442,,1531,5028,,,52,2312,244,411,,191,,1004,,  ,540,,  ,  ,  ,,,414,,  ,14061,670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,Rio de Janeiro  ,RJ,33,9971830,7953832,2017998,423225,420254,7110353,664886,300084,1346487,1268329,,924850,,,310623,1022082,237502,79341,100769,63890,122007,117661,,84035,44210,,,18053,15289,159551,3060,,14915,,36874,,9379,26059,,85618,14522,  ,,,7983,,1894,17967,12433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,São Paulo ,SP,35,23321034,19470578,3850456,1937367,1924335,15608876,2992124,1229592,3114463,1757373,,2456112,,,524527,698583,1063351,394264,216787,148459,116102,25823,,263598,31872,,,35569,118645,37454,23211,,12790,,148649,,22517,10491,,48753,9795,3612,,,32516,,23846,35355,12643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,Paraná ,PR,41,6384210,5035883,1348327,477227,581852,3976804,375330,499579,621835,881375,,658754,,,55156,200331,484787,6537,8231,4079,30919,25295,,46798,5984,,,332,2090,774,2323,,1646,,3369,,999,1950,,  ,1357,  ,,,22266,,  ,33954,754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,Santa Catarina ,SC,42,3516811,2944042,572769,297582,306376,2340084,289488,570516,203927,481974,,521860,,,2527,181062,24629,3466,5524,9373,31023,1803,,3909,606,,,151,  ,408,439,,1223,,  ,,536,  ,,2793,954,  ,,,272,,193,484,944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,Rio Grande do Sul ,RS,43,6846077,5823357,1022720,561883,410443,4851031,1225668,1072002,342269,113597,,768007,,,110427,569912,525210,19319,7744,6677,26756,3216,,37669,1344,,,616,  ,  ,422,,  ,,3269,,1324,  ,,7071,1482,  ,,,1222,,  ,  ,5808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,Mato Grosso do Sul ,MS,50,1256907,997195,259712,98828,100418,797949,146845,195461,136962,127703,,79437,,,2731,14251,50254,17939,13633,274,514,406,,2443,1481,,,  ,759,42,126,,  ,,1149,,121,542,,757,  ,  ,,,797,,26,709,2587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,Mato Grosso ,MT,51,1516451,1076961,439490,121322,134249,821390,39422,123668,306857,138109,,10511,,,1200,6291,95194,84832,1718,2385,2177,1169,,1722,3800,,,  ,1014,  ,  ,,  ,,872,,449,  ,,  ,  ,  ,,,  ,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,Goiás ,GO,52,2948932,2341894,607038,250301,237197,1854396,106108,847471,235530,154166,,76966,,,6928,38335,52567,179656,5746,2360,39184,1574,,5505,  ,,,286,90134,  ,1084,,  ,,  ,,605,  ,,3499,  ,  ,,,6692,,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,Distrito Federal ,DF,53,1267925,1071508,196417,41447,31078,998983,226460,170942,85406,116219,,185872,,,5727,13761,6209,22379,24016,1007,67171,7783,,50306,2552,,,2168,2222,796,  ,,1903,,691,,278,367,,1358,738,262,,,748,,  ,1404,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,BRASIL ,BRASIL ,BRASIL ,106053106,83282476,22770630,8522372,8160027,66600077,8786528,10105896,11681956,11525279,,7553169,,,2273219,3774511,3768196,1643941,872220,292694,869293,446329,,592633,360214,,,62055,503725,216645,62651,,177035,,255516,,53785,64712,,187683,49619,8067,,,193562,,27825,136834,54285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,Rondônia ,RO,11,692067,480320,211747,83997,101645,294727,34070,18490,70182,11139,61111,,,5573,19036,14878,15448,33128,911,1427,1119,63,,1226,2290,,,,2282,  ,,,,,765,,  ,,,  ,  ,,,,,,,,1589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,Acre ,AC,12,263162,206393,56769,34768,33881,137740,7245,53889,1782,574,7605,,,49076,207,2285,921,  ,  ,344,12905,  ,,59,  ,,,,  ,  ,,,,,  ,,  ,,,848,  ,,,,,,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,Amazonas ,AM,13,1106006,799541,306465,109138,136585,553560,13596,165427,70600,64394,45195,,,133531,2064,15617,128,6790,39,9,31792,  ,,322,3230,,,,  ,22,,,,,  ,,  ,,,804,  ,,,,,,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,Roraima ,RR,14,119888,93902,25967,7641,10674,75606,1082,2454,6436,7567,1763,,,10664,695,2129,35123,1530,1,438,  ,5074,,  ,22,,,,623,  ,,,,,1,,  ,,,  ,  ,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,Pará ,PA,15,2783131,1868313,914818,386531,435726,1046066,136313,403815,32250,51109,46629,,,216289,18784,43352,51224,1823,1764,578,24743,7278,,2571,22,,,,94,  ,,,,,  ,,  ,,,4186,32,,,,,,,,3210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,Amapá ,AP,16,197171,142626,54545,20599,23021,98953,8252,15594,1716,32870,7904,,,5578,9962,6023,4963,906,2,2,315,  ,,253,  ,,,,3793,  ,,,,,820,,  ,,,  ,  ,,,,,,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,Tocantins ,TO,17,648073,443200,204873,76855,64456,301945,8244,84640,9041,46489,46905,,,102826,8,153,2884,  ,117,12,4,  ,,272,6,,,,344,  ,,,,,  ,,  ,,,  ,  ,,,,,,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
